id,rada_id,gender,surname,firstname,patronymic,faction,faction_position,committee,committee_position,int_organization,int_post,type_elect,party_id,num_in_party,district_num,region_id,date_oath,resignation_date,resignation_reason,birthday,presentAuto_present,presentAuto_absent,assistants_count_all,assistants_count_2,assistants_count_3,assistants_count_4,surname_en,firstname_en,patronymic_en
2394,391,1,Джемілєв,Мустафа,,3028.0,918.0,3016.0,8.0,78.0,16.0,2,50,6,,,2019-08-29T00:00:00,,,1943-11-13T00:00:00,20,7,,,,,Dzhemiliev,Mustafa,None
8358,109,1,Дирдін,Максим,Євгенович,3025.0,918.0,3017.0,8.0,527.0,4.0,1,50,,132,48,2019-08-29T00:00:00,,,1982-10-11T00:00:00,27,0,6.0,1.0,1.0,1.0,Dyrdin,Maksym,Yevhenovych
21037,302,2,Дмитрієва,Оксана,Олександрівна,3025.0,918.0,3086.0,1033.0,20.0,4.0,2,50,106,,,2019-08-29T00:00:00,,,1980-04-26T00:00:00,23,4,6.0,3.0,3.0,3.0,Dmytriieva,Oksana,Oleksandrivna
21038,110,1,Дмитрук,Артем,Геннадійович,3025.0,918.0,3018.0,8.0,,,1,50,,133,51,2019-08-29T00:00:00,,,1993-06-28T00:00:00,27,0,2.0,0.0,0.0,0.0,Dmytruk,Artem,Hennadiiovych
18086,84,1,Довгий,Олесь,Станіславович,,,3082.0,917.0,,,1,50,,102,35,2019-08-29T00:00:00,,,1980-11-01T00:00:00,22,5,3.0,3.0,3.0,3.0,Dovhyi,Oles,Stanislavovych
21039,3,1,Драбовський,Анатолій,Григорович,3025.0,918.0,3004.0,8.0,928.0,3.0,1,50,,12,5,2019-08-29T00:00:00,,,1958-08-01T00:00:00,21,6,19.0,3.0,3.0,3.0,Drabovskyi,Anatolii,Hryhorovych
12272,371,1,Дубіль,Валерій,Олександрович,3027.0,918.0,3090.0,1034.0,,,2,17,10,,,2019-08-29T00:00:00,,,1973-09-26T00:00:00,23,4,14.0,3.0,3.0,3.0,Dubil,Valerii,Oleksandrovych
21040,76,1,Дубінський,Олександр,Анатолійович,3025.0,918.0,3023.0,5.0,834.0,17.0,1,50,,94,32,2019-08-29T00:00:00,,,1981-04-18T00:00:00,4,23,15.0,4.0,4.0,4.0,Dubinskyi,Oleksandr,Anatoliiovych
15790,97,1,Дубневич,Ярослав,Васильович,3030.0,920.0,3087.0,917.0,928.0,4.0,1,50,,120,46,2019-08-29T00:00:00,,,1969-08-07T00:00:00,27,0,4.0,4.0,4.0,4.0,Dubnevych,Yaroslav,Vasylovych
21041,190,1,Дубнов,Артем,Васильович,3025.0,918.0,3009.0,5.0,928.0,4.0,1,50,,213,85,2019-08-29T00:00:00,,,1988-08-30T00:00:00,19,8,3.0,2.0,2.0,2.0,Dubnov,Artem,Vasylovych
15780,333,1,Дунаєв,Сергій,Володимирович,3026.0,918.0,3004.0,8.0,80.0,17.0,2,227,9,,,2019-08-29T00:00:00,,,1973-08-19T00:00:00,27,0,8.0,4.0,4.0,4.0,Dunaiev,Serhii,Volodymyrovych
21042,73,1,Дунда,Олег,Андрійович,3025.0,918.0,3128.0,917.0,20.0,4.0,1,50,,91,32,2019-08-29T00:00:00,,,1980-03-06T00:00:00,23,4,7.0,1.0,1.0,1.0,Dunda,Oleh,Andriiovych
21043,412,1,Железняк,Ярослав,Іванович,3029.0,1029.0,3023.0,916.0,61.0,5.0,2,229,4,,,2019-08-29T00:00:00,,,1989-10-20T00:00:00,26,1,4.0,2.0,2.0,2.0,Zhelezniak,Yaroslav,Ivanovych
15304,167,1,Жмеренецький,Олексій,Сергійович,3025.0,918.0,3003.0,8.0,61.0,4.0,1,50,,190,68,2019-08-29T00:00:00,,,1986-10-28T00:00:00,26,1,13.0,4.0,4.0,4.0,Zhmerenetskyi,Oleksii,Serhiiovych
21044,306,1,Жупанин,Андрій,Вікторович,3025.0,918.0,3139.0,917.0,61.0,4.0,2,50,110,,,2019-08-29T00:00:00,,,1989-07-19T00:00:00,25,2,1.0,1.0,1.0,1.0,Zhupanyn,Andrii,Viktorovych
21106,392,2,Зінкевич,Яна,Вадимівна,3028.0,918.0,3089.0,1041.0,48.0,4.0,2,50,7,,,2019-08-29T00:00:00,,,1995-07-02T00:00:00,26,1,3.0,3.0,3.0,3.0,Zinkevych,Yana,Vadymivna
21045,279,1,Заблоцький,Мар'ян,Богданович,3025.0,918.0,3172.0,917.0,48.0,2.0,2,50,82,,,2019-08-29T00:00:00,,,1985-09-21T00:00:00,26,1,3.0,0.0,0.0,0.0,Zablotskyi,Marian,Bohdanovych
21046,389,1,Забродський,Михайло,Віталійович,3028.0,918.0,3013.0,916.0,928.0,4.0,2,50,4,,,2019-08-29T00:00:00,,,1973-01-24T00:00:00,24,3,3.0,3.0,3.0,3.0,Zabrodskyi,Mykhailo,Vitaliiovych
21047,193,2,Забуранна,Леся,Валентинівна,3025.0,918.0,3058.0,917.0,27.0,5.0,1,50,,216,85,2019-08-29T00:00:00,,,1981-08-22T00:00:00,21,6,8.0,3.0,3.0,3.0,Zaburanna,Lesia,Valentynivna
21048,238,1,Завітневич,Олександр,Михайлович,3025.0,918.0,3013.0,4.0,527.0,4.0,2,50,39,,,2019-08-29T00:00:00,,,1973-04-19T00:00:00,14,13,3.0,2.0,2.0,2.0,Zavitnevych,Oleksandr,Mykhailovych
21049,343,1,Загородній,Юрій,Іванович,3026.0,918.0,3093.0,917.0,930.0,359.0,2,227,19,,,2019-08-29T00:00:00,,,1959-05-07T00:00:00,26,1,5.0,3.0,3.0,3.0,Zahorodnii,Yurii,Ivanovych
10826,258,2,Загоруйко,Аліна,Леонідівна,3025.0,918.0,3121.0,1033.0,20.0,4.0,2,50,59,,,2019-08-29T00:00:00,,,1984-04-11T00:00:00,24,3,2.0,1.0,1.0,1.0,Zahoruiko,Alina,Leonidivna
21101,139,1,Задорожній,Микола,Миколайович,3025.0,918.0,3004.0,8.0,61.0,4.0,1,50,,162,59,2019-08-29T00:00:00,,,1984-12-05T00:00:00,22,5,12.0,4.0,4.0,4.0,Zadorozhnii,Mykola,Mykolaiovych
21050,315,1,Задорожний,Андрій,Вікторович,3025.0,918.0,3006.0,8.0,930.0,359.0,2,50,119,,,2019-08-29T00:00:00,,,1968-05-21T00:00:00,26,1,4.0,2.0,2.0,2.0,Zadorozhnyi,Andrii,Viktorovych
21102,179,1,Заремський,Максим,Валентинович,3025.0,918.0,3004.0,8.0,,,1,50,,202,74,2019-08-29T00:00:00,,,1991-09-26T00:00:00,26,1,1.0,1.0,1.0,1.0,Zaremskyi,Maksym,Valentynovych
21103,314,1,Заславський,Юрій,Іванович,3025.0,918.0,3009.0,8.0,61.0,4.0,2,226,118,,,2019-08-29T00:00:00,,,1982-03-06T00:00:00,22,5,4.0,1.0,1.0,1.0,Zaslavskyi,Yurii,Ivanovych
21104,22,1,Захарченко,Володимир,Васильович,3025.0,918.0,3018.0,8.0,48.0,4.0,1,226,,31,12,2019-08-29T00:00:00,,,1971-01-27T00:00:00,27,0,3.0,2.0,2.0,2.0,Zakharchenko,Volodymyr,Vasylovych
21105,149,1,Здебський,Юрій,Вікторович,3025.0,918.0,3013.0,8.0,48.0,4.0,1,50,,172,63,2019-08-29T00:00:00,,,1972-12-24T00:00:00,27,0,10.0,5.0,5.0,5.0,Zdebskyi,Yurii,Viktorovych
21108,184,1,Зуєв,Максим,Сергійович,3025.0,918.0,3105.0,917.0,61.0,4.0,1,50,,207,77,2019-08-29T00:00:00,,,1982-04-14T00:00:00,27,0,4.0,1.0,1.0,1.0,Zuiev,Maksym,Serhiiovych
21107,186,1,Зуб,Валерій,Олексійович,3025.0,918.0,3114.0,917.0,527.0,4.0,1,50,,209,77,2019-08-29T00:00:00,,,1970-03-04T00:00:00,23,4,11.0,3.0,3.0,3.0,Zub,Valerii,Oleksiiovych
21132,148,2,Кінзбурська,Вікторія,Олександрівна,3025.0,918.0,3023.0,8.0,20.0,4.0,1,50,,171,63,2019-08-29T00:00:00,,,1980-10-23T00:00:00,26,1,5.0,4.0,4.0,4.0,Kinzburska,Viktoriia,Oleksandrivna
13942,342,1,Кісільов,Ігор,Петрович,3026.0,918.0,3008.0,8.0,27.0,4.0,2,227,18,,,2019-08-29T00:00:00,,,1984-12-02T00:00:00,22,5,3.0,1.0,1.0,1.0,Kisilov,Ihor,Petrovych
21133,242,1,Кісєль,Юрій,Григорович,3025.0,1029.0,3022.0,4.0,61.0,4.0,2,50,43,,,2019-08-29T00:00:00,,,1963-02-28T00:00:00,24,3,5.0,1.0,1.0,1.0,Kisiel,Yurii,Hryhorovych
7371,119,1,Кіссе,Антон,Іванович,3030.0,920.0,3004.0,8.0,,,1,50,,142,51,2019-08-29T00:00:00,,,1958-10-10T00:00:00,26,1,13.0,7.0,7.0,7.0,Kisse,Anton,Ivanovych
18094,103,1,Кіт,Андрій,Богданович,,,3136.0,917.0,,,1,50,,126,46,2019-08-29T00:00:00,,,1971-11-02T00:00:00,27,0,7.0,3.0,3.0,3.0,Kit,Andrii,Bohdanovych
21115,284,1,Кабанов,Олександр,Євгенійович,3025.0,918.0,3005.0,8.0,527.0,4.0,2,226,87,,,2019-08-29T00:00:00,,,1973-08-06T00:00:00,18,9,3.0,2.0,2.0,2.0,Kabanov,Oleksandr,Yevheniiovych
21117,384,1,Кабаченко,Володимир,Вікторович,3027.0,918.0,3003.0,7.0,48.0,4.0,2,50,23,,,2019-08-29T00:00:00,,,1987-07-01T00:00:00,26,1,4.0,3.0,3.0,3.0,Kabachenko,Volodymyr,Viktorovych
21326,429,1,Калаур,Іван,Романович,3025.0,918.0,3016.0,8.0,20.0,4.0,2,50,132,,,2019-09-03T00:00:00,,,1968-07-04T00:00:00,19,6,9.0,2.0,2.0,2.0,Kalaur,Ivan,Romanovych
12612,348,1,Кальцев,Володимир,Федорович,3026.0,918.0,3014.0,8.0,48.0,4.0,2,227,24,,,2019-08-29T00:00:00,,,1966-06-16T00:00:00,25,2,7.0,2.0,2.0,2.0,Kaltsev,Volodymyr,Fedorovych
21120,224,1,Кальченко,Сергій,Віталійович,3025.0,918.0,3019.0,4.0,75.0,16.0,2,50,24,,,2019-08-29T00:00:00,,,1964-12-30T00:00:00,27,0,2.0,2.0,2.0,2.0,Kalchenko,Serhii,Vitaliiovych
21122,101,1,Камельчук,Юрій,Олександрович,3025.0,918.0,3008.0,8.0,75.0,17.0,1,50,,124,46,2019-08-29T00:00:00,,,1980-02-12T00:00:00,24,3,8.0,3.0,3.0,3.0,Kamelchuk,Yurii,Oleksandrovych
21124,27,1,Каптєлов,Роман,Володимирович,3025.0,918.0,3004.0,8.0,,,1,50,,36,12,2019-08-29T00:00:00,,,1980-03-16T00:00:00,25,2,5.0,2.0,2.0,2.0,Kaptielov,Roman,Volodymyrovych
21125,56,1,Касай,Геннадій,Олександрович,3025.0,918.0,3013.0,8.0,61.0,4.0,1,50,,74,23,2019-08-29T00:00:00,,,1972-11-28T00:00:00,26,1,14.0,2.0,2.0,2.0,Kasai,Hennadii,Oleksandrovych
21126,126,1,Касай,Костянтин,Іванович,3025.0,918.0,3113.0,917.0,27.0,4.0,1,50,,149,53,2019-08-29T00:00:00,,,1979-09-27T00:00:00,22,5,1.0,1.0,1.0,1.0,Kasai,Kostiantyn,Ivanovych
17457,360,1,Качний,Олександр,Сталіноленович,3026.0,918.0,3005.0,8.0,27.0,4.0,2,227,36,,,2019-08-29T00:00:00,,,1968-10-23T00:00:00,27,0,4.0,1.0,1.0,1.0,Kachnyi,Oleksandr,Stalinolenovych
21127,248,1,Качура,Олександр,Анатолійович,3025.0,918.0,3014.0,5.0,77.0,17.0,2,226,49,,,2019-08-29T00:00:00,,,1990-08-18T00:00:00,24,3,8.0,2.0,2.0,2.0,Kachura,Oleksandr,Anatoliiovych
21128,358,1,Кива,Ілля,Володимирович,3026.0,918.0,3018.0,8.0,48.0,4.0,2,227,34,,,2019-08-29T00:00:00,,,1977-06-02T00:00:00,24,3,8.0,2.0,2.0,2.0,Kyva,Illia,Volodymyrovych
1351,367,1,Кириленко,Іван,Григорович,3027.0,918.0,3080.0,1074.0,78.0,16.0,2,17,6,,,2019-08-29T00:00:00,,,1956-10-02T00:00:00,27,0,8.0,3.0,3.0,3.0,Kyrylenko,Ivan,Hryhorovych
21129,252,1,Кириченко,Микола,Олександрович,3025.0,918.0,3002.0,8.0,48.0,4.0,2,50,53,,,2019-08-29T00:00:00,,,1983-12-12T00:00:00,27,0,4.0,0.0,0.0,0.0,Kyrychenko,Mykola,Oleksandrovych
21130,15,1,Кисилевський,Дмитро,Давидович,3025.0,918.0,3007.0,5.0,48.0,4.0,1,50,,24,12,2019-08-29T00:00:00,,,1983-04-23T00:00:00,24,3,6.0,3.0,3.0,3.0,Kysylevskyi,Dmytro,Davydovych
21131,45,1,Кицак,Богдан,Вікторович,3025.0,918.0,3007.0,8.0,77.0,17.0,1,50,,63,18,2019-08-29T00:00:00,,,1992-09-02T00:00:00,25,2,7.0,1.0,1.0,1.0,Kytsak,Bohdan,Viktorovych
21134,410,2,Клименко,Юлія,Леонідівна,3029.0,918.0,3022.0,916.0,78.0,16.0,2,229,2,,,2019-08-29T00:00:00,,,1976-10-05T00:00:00,23,4,1.0,1.0,1.0,1.0,Klymenko,Yuliia,Leonidivna
17997,395,2,Климпуш-Цинцадзе,Іванна,Орестівна,3028.0,918.0,3011.0,4.0,928.0,4.0,2,50,10,,,2019-08-29T00:00:00,,,1972-07-05T00:00:00,27,0,6.0,3.0,3.0,3.0,Klympush-Tsyntsadze,Ivanna,Orestivna
21135,280,1,Клочко,Андрій,Андрійович,3025.0,918.0,3014.0,4.0,82.0,17.0,2,50,83,,,2019-08-29T00:00:00,,,1981-03-16T00:00:00,23,4,12.0,2.0,2.0,2.0,Klochko,Andrii,Andriiovych
15645,93,1,Княжицький,Микола,Леонідович,3028.0,918.0,3005.0,8.0,527.0,4.0,1,50,,116,46,2019-08-29T00:00:00,,,1968-06-02T00:00:00,27,0,6.0,3.0,3.0,3.0,Kniazhytskyi,Mykola,Leonidovych
1897,406,1,Князевич,Руслан,Петрович,3028.0,918.0,3017.0,8.0,928.0,4.0,2,228,21,,,2019-08-29T00:00:00,,,1974-06-28T00:00:00,27,0,4.0,2.0,2.0,2.0,Kniazevych,Ruslan,Petrovych
21136,234,2,Коваленко,Анна,Миколаївна,,,,,,,2,50,35,,,2019-08-29T00:00:00,2019-09-10T00:00:00,НДУ Особиста письмова заява про складення повноважень,1991-05-05T00:00:00,3,1,,,,,Kovalenko,Anna,Mykolaivna
21137,257,2,Коваль,Ольга,Володимирівна,3025.0,918.0,3078.0,917.0,928.0,4.0,2,226,58,,,2019-08-29T00:00:00,,,1991-06-17T00:00:00,26,1,8.0,2.0,2.0,2.0,Koval,Olha,Volodymyrivna
21138,244,1,Ковальов,Артем,Володимирович,3025.0,918.0,3100.0,917.0,27.0,4.0,2,50,45,,,2019-08-29T00:00:00,,,1984-03-02T00:00:00,22,5,2.0,1.0,1.0,1.0,Kovalov,Artem,Volodymyrovych
21140,163,1,Ковальов,Олексій,Іванович,3025.0,918.0,3170.0,917.0,78.0,17.0,1,50,,186,65,2019-08-29T00:00:00,,,1989-01-19T00:00:00,25,2,3.0,2.0,2.0,2.0,Kovalov,Oleksii,Ivanovych
21139,38,1,Ковальов,Олександр,Іванович,,,3013.0,8.0,27.0,4.0,1,50,,51,14,2019-08-29T00:00:00,,,1967-10-07T00:00:00,26,1,5.0,2.0,2.0,2.0,Kovalov,Oleksandr,Ivanovych
14168,129,1,Ковальчук,Олександр,Володимирович,3025.0,918.0,3023.0,5.0,48.0,4.0,1,50,,152,56,2019-08-29T00:00:00,,,1974-02-05T00:00:00,25,2,4.0,3.0,3.0,3.0,Kovalchuk,Oleksandr,Volodymyrovych
8786,368,1,Кожем'якін,Андрій,Анатолійович,3027.0,918.0,3012.0,4.0,82.0,16.0,2,17,7,,,2019-08-29T00:00:00,,,1965-11-13T00:00:00,22,5,14.0,4.0,4.0,4.0,Kozhemiakin,Andrii,Anatoliiovych
16818,267,1,Козак,Володимир,Васильович,3025.0,918.0,3022.0,8.0,61.0,4.0,2,50,68,,,2019-08-29T00:00:00,,,1984-06-09T00:00:00,27,0,2.0,0.0,0.0,0.0,Kozak,Volodymyr,Vasylovych
18034,334,1,Козак,Тарас,Романович,3026.0,918.0,3023.0,8.0,74.0,497.0,2,227,10,,,2019-08-29T00:00:00,,,1972-04-06T00:00:00,26,1,2.0,2.0,2.0,2.0,Kozak,Taras,Romanovych
21144,291,2,Колісник,Анна,Сергіївна,3025.0,918.0,3023.0,8.0,61.0,4.0,2,50,94,,,2019-08-29T00:00:00,,,1994-10-24T00:00:00,27,0,2.0,2.0,2.0,2.0,Kolisnyk,Anna,Serhiivna
21142,111,1,Колєв,Олег,Вікторович,3025.0,918.0,3018.0,8.0,27.0,4.0,1,50,,134,51,2019-08-29T00:00:00,,,1973-05-09T00:00:00,27,0,3.0,2.0,2.0,2.0,Koliev,Oleh,Viktorovych
21141,117,1,Колебошин,Сергій,Валерійович,3025.0,918.0,3015.0,5.0,27.0,4.0,1,50,,140,51,2019-08-29T00:00:00,,,1977-11-22T00:00:00,26,1,13.0,2.0,2.0,2.0,Koleboshyn,Serhii,Valeriiovych
21143,161,1,Колихаєв,Ігор,Вікторович,3030.0,920.0,3002.0,5.0,48.0,4.0,1,50,,184,65,2019-08-29T00:00:00,,,1971-05-08T00:00:00,26,1,11.0,2.0,2.0,2.0,Kolykhaiev,Ihor,Viktorovych
21149,346,1,Колтунович,Олександр,Сергійович,3026.0,918.0,3157.0,917.0,76.0,718.0,2,227,22,,,2019-08-29T00:00:00,,,1987-11-04T00:00:00,24,3,14.0,1.0,1.0,1.0,Koltunovych,Oleksandr,Serhiiovych
21150,74,1,Колюх,Валерій,Вікторович,3025.0,918.0,3079.0,917.0,74.0,497.0,1,50,,92,32,2019-08-29T00:00:00,,,1973-04-18T00:00:00,24,3,8.0,5.0,5.0,5.0,Koliukh,Valerii,Viktorovych
11166,366,2,Кондратюк,Олена,Костянтинівна,1.0,3.0,,,527.0,4.0,2,17,5,,,2019-08-29T00:00:00,,,1970-11-17T00:00:00,27,0,6.0,2.0,2.0,2.0,Kondratiuk,Olena,Kostiantynivna
20103,14,2,Констанкевич,Ірина,Мирославівна,3030.0,920.0,3005.0,916.0,27.0,6.0,1,224,,23,7,2019-08-29T00:00:00,,,1965-06-23T00:00:00,27,0,5.0,3.0,3.0,3.0,Konstankevych,Iryna,Myroslavivna
21151,166,2,Копанчук,Олена,Євгенівна,3025.0,918.0,3004.0,5.0,48.0,4.0,1,50,,189,68,2019-08-29T00:00:00,,,1978-11-01T00:00:00,26,1,1.0,1.0,1.0,1.0,Kopanchuk,Olena,Yevhenivna
129,432,1,Копиленко,Олександр,Любимович,3025.0,918.0,,,,,2,50,135,,,2019-10-15T00:00:00,,,1961-06-26T00:00:00,5,0,1.0,0.0,0.0,0.0,Kopylenko,Oleksandr,Liubymovych
21152,106,1,Копитін,Ігор,Володимирович,3025.0,918.0,3073.0,917.0,48.0,4.0,1,50,,129,48,2019-08-29T00:00:00,,,1981-02-12T00:00:00,26,1,8.0,2.0,2.0,2.0,Kopytin,Ihor,Volodymyrovych
21153,207,1,Корнієнко,Олександр,Сергійович,3025.0,1009.0,3122.0,917.0,27.0,4.0,2,226,7,,,2019-08-29T00:00:00,,,1984-05-12T00:00:00,25,2,6.0,4.0,4.0,4.0,Korniienko,Oleksandr,Serhiiovych
8693,328,2,Королевська,Наталія,Юріївна,3026.0,918.0,3021.0,5.0,77.0,17.0,2,227,4,,,2019-08-29T00:00:00,,,1975-05-18T00:00:00,18,9,3.0,2.0,2.0,2.0,Korolevska,Nataliia,Yuriivna
21154,24,1,Корявченков,Юрій,Валерійович,3025.0,1029.0,3102.0,917.0,48.0,4.0,1,226,,33,12,2019-08-29T00:00:00,,,1974-11-26T00:00:00,26,1,8.0,3.0,3.0,3.0,Koriavchenkov,Yurii,Valeriiovych
21156,304,1,Костін,Андрій,Євгенович,3025.0,918.0,3119.0,1033.0,527.0,4.0,2,50,108,,,2019-08-29T00:00:00,,,1973-04-17T00:00:00,26,1,13.0,2.0,2.0,2.0,Kostin,Andrii,Yevhenovych
21155,421,1,Костенко,Роман,Васильович,3029.0,918.0,3013.0,7.0,48.0,4.0,2,50,14,,,2019-08-29T00:00:00,,,1983-10-21T00:00:00,25,2,3.0,0.0,0.0,0.0,Kostenko,Roman,Vasylovych
21157,47,1,Костюк,Дмитро,Сергійович,3025.0,918.0,3151.0,917.0,20.0,4.0,1,50,,65,18,2019-08-29T00:00:00,,,1993-06-01T00:00:00,24,3,3.0,2.0,2.0,2.0,Kostiuk,Dmytro,Serhiiovych
21158,273,1,Костюх,Анатолій,Вячеславович,3025.0,918.0,3012.0,5.0,27.0,4.0,2,226,75,,,2019-08-29T00:00:00,,,1988-03-25T00:00:00,26,1,4.0,1.0,1.0,1.0,Kostiukh,Anatolii,Viacheslavovych
21159,308,2,Кравчук,Євгенія,Михайлівна,3025.0,1029.0,3005.0,5.0,928.0,4.0,2,50,112,,,2019-08-29T00:00:00,,,1985-12-23T00:00:00,21,6,7.0,1.0,1.0,1.0,Kravchuk,Yevheniia,Mykhailivna
21160,208,2,Красносільська,Анастасія,Олегівна,3025.0,918.0,3003.0,4.0,,,2,50,8,,,2019-08-29T00:00:00,,,1984-06-23T00:00:00,23,4,,,,,Krasnosilska,Anastasiia,Olehivna
21161,157,1,Красов,Олексій,Ігорович,3025.0,918.0,3003.0,8.0,20.0,4.0,1,50,,180,63,2019-08-29T00:00:00,,,1987-11-13T00:00:00,24,3,10.0,0.0,0.0,0.0,Krasov,Oleksii,Ihorovych
21162,319,1,Крейденко,Володимир,Вікторович,3025.0,918.0,3022.0,5.0,82.0,17.0,2,50,123,,,2019-08-29T00:00:00,,,1987-05-08T00:00:00,26,1,9.0,2.0,2.0,2.0,Kreidenko,Volodymyr,Viktorovych
21163,23,2,Криворучкіна,Олена,Володимирівна,3025.0,918.0,3006.0,5.0,930.0,359.0,1,226,,32,12,2019-08-29T00:00:00,,,1971-10-18T00:00:00,27,0,3.0,1.0,1.0,1.0,Kryvoruchkina,Olena,Volodymyrivna
21164,236,1,Кривошеєв,Ігор,Сергійович,3025.0,918.0,3045.0,917.0,80.0,17.0,2,226,37,,,2019-08-29T00:00:00,,,1985-06-02T00:00:00,24,3,4.0,4.0,4.0,4.0,Kryvosheiev,Ihor,Serhiiovych
21165,212,1,Криклій,Владислав,Артурович,,,,,,,2,50,12,,,2019-08-29T00:00:00,2019-08-29T00:00:00,НДУ Особиста письмова заява про складення повноважень,1986-11-23T00:00:00,1,0,,,,,Kryklii,Vladyslav,Arturovych
6073,373,1,Крулько,Іван,Іванович,3027.0,918.0,3004.0,916.0,27.0,5.0,2,17,12,,,2019-08-29T00:00:00,,,1981-07-20T00:00:00,24,3,5.0,3.0,3.0,3.0,Krulko,Ivan,Ivanovych
21166,260,1,Крячко,Михайло,Валерійович,3025.0,918.0,3024.0,4.0,,,2,226,61,,,2019-08-29T00:00:00,,,1980-05-24T00:00:00,27,0,3.0,1.0,1.0,1.0,Kriachko,Mykhailo,Valeriiovych
15649,397,1,Кубів,Степан,Іванович,3028.0,918.0,3007.0,8.0,930.0,359.0,2,228,12,,,2019-08-29T00:00:00,,,1962-03-19T00:00:00,27,0,2.0,1.0,1.0,1.0,Kubiv,Stepan,Ivanovych
21167,230,1,Кубраков,Олександр,Миколайович,3025.0,918.0,3016.0,8.0,,,2,50,30,,,2019-08-29T00:00:00,,,1982-08-20T00:00:00,25,2,,,,,Kubrakov,Oleksandr,Mykolaiovych
21168,83,1,Кузбит,Юрій,Михайлович,3025.0,918.0,3055.0,917.0,76.0,101.0,1,50,,101,35,2019-08-29T00:00:00,,,1977-03-29T00:00:00,20,7,4.0,1.0,1.0,1.0,Kuzbyt,Yurii,Mykhailovych
21169,87,1,Кузнєцов,Олексій,Олександрович,3025.0,918.0,3112.0,917.0,48.0,4.0,1,50,,106,43,2019-08-29T00:00:00,,,1979-12-02T00:00:00,24,3,9.0,4.0,4.0,4.0,Kuznietsov,Oleksii,Oleksandrovych
21170,359,1,Кузьмін,Ренат,Равелійович,3026.0,918.0,3005.0,8.0,,,2,227,35,,,2019-08-29T00:00:00,,,1967-07-12T00:00:00,26,1,5.0,0.0,0.0,0.0,Kuzmin,Renat,Raveliiovych
21171,49,1,Кузьміних,Сергій,Володимирович,3025.0,918.0,3084.0,917.0,48.0,4.0,1,50,,67,18,2019-08-29T00:00:00,,,1983-01-17T00:00:00,23,4,7.0,1.0,1.0,1.0,Kuzminykh,Serhii,Volodymyrovych
15804,124,1,Кулініч,Олег,Іванович,,,3023.0,8.0,,,1,50,,147,53,2019-08-29T00:00:00,,,1966-11-25T00:00:00,27,0,11.0,2.0,2.0,2.0,Kulinich,Oleh,Ivanovych
21172,250,1,Культенко,Артем,Валерійович,3025.0,1029.0,3019.0,5.0,27.0,4.0,2,50,51,,,2019-08-29T00:00:00,,,1984-01-08T00:00:00,25,2,2.0,0.0,0.0,0.0,Kultenko,Artem,Valeriiovych
21173,296,1,Кунаєв,Артем,Юрійович,3025.0,918.0,3004.0,8.0,20.0,4.0,2,50,100,,,2019-08-29T00:00:00,,,1992-04-29T00:00:00,27,0,1.0,1.0,1.0,1.0,Kunaiev,Artem,Yuriiovych
21174,146,1,Куницький,Олександр,Олегович,3025.0,918.0,3018.0,8.0,27.0,4.0,1,50,,169,63,2019-08-29T00:00:00,,,1983-08-25T00:00:00,26,1,4.0,1.0,1.0,1.0,Kunytskyi,Oleksandr,Olehovych
18112,8,1,Кучер,Микола,Іванович,3030.0,920.0,3002.0,8.0,928.0,4.0,1,104,,17,5,2019-08-29T00:00:00,,,1959-08-24T00:00:00,27,0,7.0,2.0,2.0,2.0,Kucher,Mykola,Ivanovych
21175,156,1,Кучер,Олексій,Володимирович,3025.0,918.0,3120.0,917.0,61.0,4.0,1,50,,179,63,2019-08-29T00:00:00,,,1985-03-23T00:00:00,26,1,4.0,2.0,2.0,2.0,Kucher,Oleksii,Volodymyrovych
2287,379,1,Кучеренко,Олексій,Юрійович,3027.0,918.0,3008.0,916.0,257.0,359.0,2,50,18,,,2019-08-29T00:00:00,,,1961-04-03T00:00:00,27,0,7.0,2.0,2.0,2.0,Kucherenko,Oleksii,Yuriiovych
21190,155,1,Літвінов,Олександр,Миколайович,3025.0,918.0,3132.0,917.0,48.0,4.0,1,50,,178,63,2019-08-29T00:00:00,,,1972-01-21T00:00:00,26,1,10.0,3.0,3.0,3.0,Litvinov,Oleksandr,Mykolaiovych
21191,21,2,Лічман,Ганна,Василівна,3025.0,918.0,3158.0,917.0,20.0,4.0,1,50,,30,12,2019-08-29T00:00:00,,,1978-01-31T00:00:00,25,2,1.0,1.0,1.0,1.0,Lichman,Hanna,Vasylivna
21176,52,1,Лаба,Михайло,Михайлович,3025.0,918.0,3004.0,8.0,48.0,4.0,1,50,,70,21,2019-08-29T00:00:00,,,1975-10-29T00:00:00,26,1,19.0,2.0,2.0,2.0,Laba,Mykhailo,Mykhailovych
15824,165,1,Лабазюк,Сергій,Петрович,,,3002.0,8.0,527.0,4.0,1,50,,188,68,2019-08-29T00:00:00,,,1980-06-04T00:00:00,26,1,6.0,2.0,2.0,2.0,Labaziuk,Serhii,Petrovych
8806,374,2,Лабунська,Анжеліка,Вікторівна,3027.0,918.0,3006.0,8.0,574.0,359.0,2,17,13,,,2019-08-29T00:00:00,,,1967-11-02T00:00:00,19,8,9.0,2.0,2.0,2.0,Labunska,Anzhelika,Viktorivna
